CO2 Supply,Ventilation,Heating,Air Exchange Flow
3.335400183462961e-05,7.002927855707158,0.00019809963189488592,0.240022354062387
4.1773423871219985e-05,5.9561825665588e-05,0.00021653789884507464,6.386618346257108
5.539565736290172e-05,3.788146610572181e-05,0.00024055112722146623,0.24029013843983063
5.838239931515716e-05,3.398758418339044e-05,0.0002559082669211133,0.24016242757255732
2.2548078130612177e-05,1.14997118384742e-05,0.00010357666828114953,0.24004572890975961
2.4183972675788575e-05,1.079761008869786e-05,0.00011340220364131201,0.2400415235005848
2.6258528050739062e-05,1.0618637995553185e-05,0.00012712139953415782,0.24004182919857073
2.896964248580708e-05,1.1010021092753625e-05,0.00014700418535392847,0.24004677566506802
8.972299787292553e-05,3.156175620271001e-05,0.00048286614033451835,0.24016491222457437
0.00010418949662972756,3.3031814391053505e-05,0.0006390838749482226,0.24029708966902882
0.013649741762995788,1.4032510008864056e-05,0.0004212568011359856,1.8556735952549213
1.1999526405980998,4.6693533640887035e-05,0.8558277043277374,0.2401511382088185
1.1999609123808628,4.445209263553668e-05,4.416078479493617,0.24003830392946038
1.1999671972947643,3.394986513714037e-05,4.348538521389643,0.24002088283127285
1.1999723209470814,2.5860377472979533e-05,4.182872575829844,0.24001392432089955
1.1999763892326054,2.0275818022097286e-05,1.8427926435887108,0.24001019656943698
1.199979436778589,1.660113103730879e-05,0.0001680382983937998,0.24000712142153993
1.1999813012295022,1.4180054134388358e-05,0.00016730520251932423,0.24000581356104664
1.1999815784738266,1.258376849763309e-05,0.00016338628677764952,0.24000504766862676
1.1999785328668209,2.112558704098467e-05,0.00013629561848670674,0.2400048392877643
1.1999877344522427,8.511332266669176e-06,4.786245748235165e-05,0.2400018644682021
0.2720620263452636,1.9881446803404782e-05,0.00013294957113559584,0.2400069288890258
2.349397754715901e-05,1.820941146842578e-05,0.0001382915624933096,0.2400152141802169
1.0687036769510472e-05,0.0006704821946203713,0.0001438123015623231,1.808182383643088
6.61865495626889e-06,5.8401192263106945e-06,0.000217796718980784,23.445823909395386
5.10808110382859e-06,8.558726217171483e-06,0.0002177589663540967,21.548506207077843
1.6018668818835207e-06,4.398268273397582e-06,7.873477677626887e-05,99.737008089714
4.197538935374086e-06,1.6009864842580182e-05,0.00021723829247382155,99.73637742898995
4.0913533591276456e-06,1.9715196150225724e-05,0.0002189506487879635,99.74718552738817
3.996763182573999e-06,2.429327523664945e-05,0.00022121914735363213,98.74317271365997
3.890318681346346e-06,3.530300553906476e-05,0.00022170242782347906,20.697338257685534
3.7818788857368324e-06,8.532113038393453e-05,0.00022232379774973866,8.285005140472885
3.601840660224893e-06,0.0006754831018945164,0.0002216709828135727,3.088561412554074
3.598842520476623e-06,1.1565262440431823,0.0002228044149457451,5.772645379018241
3.528742329642482e-06,3.8268730808627036,0.0002229088656899558,63.70890832732346
3.6203527467097615e-06,1.2819327585637976,0.00022475315826634063,1.3732549798049378
3.6360679647336017e-06,0.01625040012242275,0.00022947754161379357,2.1632327135299927
3.856005999681123e-06,1.2481011114213667,0.00023671900134086886,2.2847965904914793
3.951901691833173e-06,1.113654669137152,0.00023165271603552246,1.1994368431381723
4.033059310882724e-06,0.6213311080978863,0.00023284142906454373,1.0316082928836297
4.111940266006178e-06,1.7069493213500453,0.00023377193503153223,0.7238225598256645
4.173020094571728e-06,0.17378358459059134,0.00023705607004538174,0.6716163226976876
4.254178862608772e-06,0.43628264967497743,0.00023906367251320937,0.8541966049922858
4.377245858156602e-06,0.9026600292944829,0.0002384205813776474,0.9033840487143557
4.539951830941636e-06,0.8647215914316821,0.00023762009760203381,0.8451812014963398
4.753064895680239e-06,0.7940247212728505,0.00023759092309952768,0.8210944061200014
4.966654492640125e-06,4.611365317041691,0.00023894729020409216,0.43844087512372654
5.078657384301464e-06,0.0014672846697187767,0.00024210666070493197,0.37287599413492045
5.185902890293779e-06,0.0009083758607986346,0.00024389889532904632,0.4368789931865695
5.352614951598857e-06,0.0017630232404465742,0.0002450599262081535,0.5426898362862606
5.606782066794158e-06,1.1256488724853229,0.00024698891698021964,0.6110307273479462
5.948434747926352e-06,1.1627457848354175,0.00025041528614572504,0.6124944062059726
6.3879131506582e-06,1.1529903661789243,0.00025329914744292106,0.6274263057853989
6.974122515979536e-06,1.152748717908853,0.00025146284637839953,0.6507013193575215
