CO2 Supply,Ventilation,Heating,Air Exchange Flow
3.470895666508195e-05,7.499701476589797,0.00020392636068117706,0.00024002277212412172
4.229464408971317e-05,5.7801536658766557e-05,0.00021394801715756104,0.005645225473861805
5.5674784326916995e-05,3.780064271510546e-05,0.00022153810545210112,0.0002403812092464475
5.87540576211734e-05,3.409468204826387e-05,0.0002336613301084835,0.00024018571137967798
6.2505114816218e-05,3.184588656727742e-05,0.0002488420565998854,0.00024013669746140274
6.716779139826599e-05,2.9895212102940992e-05,0.00026824056864145965,0.00024012000421684508
7.310519470901795e-05,2.940046098313547e-05,0.00029433646591671447,0.00024011922219932
8.090490173609956e-05,3.048337303362747e-05,0.0003302429954883405,0.00024013354948392224
9.157993324063452e-05,3.1744374728606285e-05,0.00038211154990937024,0.00024017580638734497
0.00010704349764786947,3.315927472449244e-05,0.00046360872076457846,0.00024032624140079916
0.017933354608682377,3.8858750096792086e-05,0.0006468671949091591,0.001784495068446378
1.199922641687223,4.833291754850716e-05,0.001256957670929273,0.00024014714690693344
1.199942116265695,4.647362648215088e-05,4.1852349476957365,0.000240033196636642
1.1999358932094408,3.680694585839169e-05,4.29510197160723,0.00024001182440810522
1.1999654295801718,2.646940700948522e-05,4.13474180626292,0.00024000502371017887
1.1999722341219308,2.0632069887791756e-05,1.7993555757905118,0.00024000086172144564
1.1999768767834513,1.6836852297743177e-05,0.0001674263400761147,0.0002399974052276022
1.1999753239343407,1.5204105982290197e-05,0.0001558251903356491,0.00023999574371698528
1.1999763691692098,1.3269347099972758e-05,0.00015356912266794944,0.00023999495432639893
1.1999767440050653,2.368841981993805e-05,0.0001346114064577426,0.0002399949866779338
1.1999830738660704,4.726486415389356e-06,4.9581634863644076e-05,0.00023999175739657615
0.00022016419176584045,1.908281986049462e-05,0.000127342024113757,0.0002399965030260712
2.0629634015464585e-05,1.864671330373259e-05,0.00013041822246918555,0.00024000441998434284
1.0097706432505866e-05,0.0003784519168888221,0.00013388657379711057,0.0018346925299468203
2.3185918459820094e-06,2.56873356288112e-06,7.38895899241507e-05,0.005902150651138094
4.731718114868486e-06,9.490252601297027e-06,0.00022030037046955416,0.037663573873776605
4.4554943460699086e-06,1.2353862723810719e-05,0.00021665451207170125,0.09965629135445801
3.945101378102376e-06,1.8748346913819537e-05,0.00021924842902441526,0.098913996882639
3.848015898100191e-06,2.2815284822729222e-05,0.00021978235663151104,0.09932566198680774
3.77216748834645e-06,2.8540990099576688e-05,0.00022056149541953887,0.03109084746062762
3.6692700722731394e-06,4.4467902009720374e-05,0.00022081745656109725,0.016467827825965495
3.567003456428265e-06,0.00011862123511288019,0.00022117370387096595,0.007589576356680715
3.487876425780534e-06,0.001441892175029853,0.00022262829473384906,0.0028076070596778644
3.446606931171344e-06,1.7295580161921555,0.00022011195311677875,0.00024157642057447064
3.4674723153767542e-06,2.0158044457515483,0.00022384662307288643,0.09908540029439566
3.5379795418076684e-06,3.1658402853684486,0.00022699861489828708,0.0044221199701126816
1.2919958090937418e-06,0.0018371946141096484,8.345774506534447e-05,0.0012362255677184815
3.615448246363894e-06,0.7736769082588856,0.00023158807012096827,0.0017792613562832536
3.665766381005449e-06,1.4820859907552089,0.0002297894757815312,0.0009843680737537373
3.704904567055875e-06,0.6891026227772464,0.00023158949672084757,0.0007408073389612152
3.7383587053140587e-06,1.809325456704097,0.00023338836248346692,0.0005568898380439055
3.7642163280241293e-06,0.22493796985622125,0.00023617171853119973,0.0005148331006739105
3.7957178060542846e-06,0.14319770021162603,0.00023833362352922507,0.0006379319144377855
3.8414326546516295e-06,0.9072255486992971,0.0002388900833678419,0.0006931218024234506
3.8965480343466815e-06,0.8660610491026542,0.00023926332925310964,0.0006483331891691866
3.959365208601922e-06,0.7942877172073798,0.0002399492531513218,0.0006254270324710611
4.016428651267566e-06,3.9108003522361745,0.00024185456871045889,0.00040892191655066254
4.045561207305094e-06,0.0022235618051849233,0.0002455583063516581,0.00035955765451676445
4.421906037038232e-06,7.497136840015911,0.00025321390302123495,0.008515310032293872
7.018327757820116e-06,7.499665087903727,0.0002765059708537804,0.017534520565127647
1.057224250133828,7.499775078893966,0.0003039315835469517,0.0002400525583163638
1.1999658735494796,0.00017060714112337457,0.00014584593066929992,0.00024000430932585664
1.1999662552713484,3.118967211208216e-05,0.00026529985125201206,0.00024000926844627366
1.1999067637700744,6.76282646370585e-05,0.6134055103666753,0.00024012298702986236
1.1999075932415435,5.932334664413066e-05,4.997863655228799,0.00024012064979266932
1.1999081977610058,6.754475000596683e-05,5.102582673832802,0.00024013072346144138
1.1999086272765458,6.394195006743564e-05,5.216174968693823,0.00024017533056449743
1.1999088672105138,3.8674914977331486e-05,5.329626571839641,0.00024045870216930738
1.1999100659829145,7.233939520167383e-06,13.949155777494047,0.005081839734547894
1.1999123647452028,4.0710429627407365e-06,18.619253566108345,0.0036804492433540467
1.199914576903801,3.4172464646662055e-06,15.984594995297602,0.003290127285763432
1.1999703810216726,1.0696904725729342e-06,16.69574965010865,0.0033245788474495996
1.1999230769389553,2.610666930609414e-06,17.519247241597178,0.003302229628329586
1.1999328161750509,2.3327673900909053e-06,10.64293395293692,0.0029323389998146595
1.1999405295129217,2.0760918571653683e-06,0.0007171426729319036,0.0023877082984024413
1.1999288019485064,2.0548799719180366e-06,0.0007907462857210879,0.0017475127457419397
0.4579301327816169,1.9983784143372407e-06,0.0006337319547779221,0.0014397391770721581
0.19591467367103452,2.0991334869584513e-06,0.00045584304487753343,0.0002413086746362218
0.2272932173251243,1.7300191025660408e-06,0.000356412973966009,0.0002401578197731739
0.5521293150312204,6.367072921805128e-07,0.00011057643698088088,0.002848278009763126
0.41297887469502226,1.7415171877871608e-06,0.0002654752466227521,0.0024087288484961017
0.40766403702383014,1.778001620500812e-06,0.00024304448360103347,0.0033581847175947355
5.5359204283662174e-05,1.9107979760529394e-06,0.00023057681576962088,0.003958251337947919
1.6483085133597815e-05,2.2191124972507594e-06,0.00022562163834602902,0.006815825462710676
9.793247420127644e-06,2.746197827717813e-06,0.00022424020725205193,0.00928147348587621
6.972706744676004e-06,3.579381133850921e-06,0.00022329362364583856,0.011548407032657677
5.469720556147792e-06,4.95474554283586e-06,0.00022239216692414705,0.01410335340011816
4.5745486024677925e-06,7.454688242996947e-06,0.00022152123348261057,0.01710514295753634
4.014157841502339e-06,1.2642112715681917e-05,0.00022073689621147308,0.02118552456786469
3.669409117752174e-06,2.6451911037712543e-05,0.00022011783959026632,0.030588113578216513
3.4954527580334953e-06,0.0001168572879097807,0.00022047547083471093,0.00925740484120563
3.400953311913583e-06,0.33064785054153467,0.00021956525888869644,0.002752850901276326
3.3804047283392427e-06,3.1582412612475665,0.00021926637355951776,0.09987391678214823
3.399708627406139e-06,1.5475953046036441,0.0002204183525470475,0.09970524342215471
3.4210554361898818e-06,0.8975024060497228,0.0002227474646600371,0.0077326145681909965
3.4796367551209844e-06,1.0478852419044122,0.00022467488962584926,0.003040281047239848
3.5435614919897195e-06,7.494009901206673,0.0002281168381782423,0.0006573434950481005
1.7183620319409394e-06,7.49998214345309,6.742924474202697e-05,0.09999965901058633
3.827628692403897e-06,7.498961556550036,0.0005028126186575827,0.00024011685091820684
3.838201514580877e-06,0.00011742542295449553,0.0006256849070716532,0.00024004194571207799
3.844388087268993e-06,6.67794561159946e-05,0.0009368131228459519,0.00024006700882112585
3.852156815538854e-06,7.285099413060822e-05,0.0031003590184320662,0.0002989035104355045
3.869637044919915e-06,9.384440866673968e-05,0.005176886633643295,0.0007082495933706436
3.907923902888891e-06,0.00013938897029942355,0.016406530670730862,0.0009261436040555276
3.962003772563228e-06,0.0002259763333091443,5.407569790810072,0.0006844086197712712
4.013337181718361e-06,0.0003902128767062402,8.651794082172911,0.00042852776422299657
