Dry Weight[g/m^2],CO2 concentration[ppm],Air Temperature[^oC],Relative Humidity[%],Top CO2 concentration[ppm],Top Air Temperature[^oC],Top Relative Humidity[%]
3.5,0.5371205765710799,15.0,62.63102896351287,0.45655249008541793,13.0,88.47657843534513
3.499166010162948,0.532143234025869,14.975247243368008,65.87989175097424,0.4287742652211115,11.743008145437328,81.06168008062433
3.4983339118576744,0.5267657513887377,14.942369337784285,68.38019789373348,0.4249181772803681,11.133749054562559,82.92490077569087
3.4975040190936206,0.5217090560472939,14.90624279639786,70.46374783324747,0.4299451022834364,10.943713698373603,84.16996286148682
3.4966764341022385,0.5171560620824974,14.868943131131646,72.21928573895428,0.4344566549458691,10.805506214071642,85.26139049931054
3.495851204834283,0.5130562302164262,14.830895321449564,73.7045096410329,0.4385058163347466,10.705585102072739,86.23725739179145
3.4950283575744874,0.5093645340159153,14.792411436407122,74.96648323292159,0.44213976695151025,10.633919485348574,87.12549383124559
3.4942079032998734,0.5060406529867817,14.753706023851516,76.04394716063334,0.4454008720597699,10.580013603299651,87.96221711871422
3.493389843220337,0.503048888294751,14.71490304641643,76.96879434144715,0.4483271381557969,10.535212060516693,88.77873475651916
3.492574173318652,0.5003589048839837,14.676077995424638,77.76725213053153,0.45095282300879713,10.497923830933463,89.57191330649601
3.491760885958772,0.4979524375245402,14.637285230696317,78.46071983919623,0.45330945036884723,10.466846265692178,90.33958310540069
3.490949966500433,0.576496780884062,14.598589144999586,79.06697374369682,0.45753903118035266,10.440880600813355,91.08014648622814
3.4901414034972094,0.7081984301830434,14.559872209002606,79.60153453844043,0.4669539103786016,10.37747972609858,92.03113300895805
3.489334371821072,0.8338516026678723,14.550388167797998,79.94297136213989,0.48251149095252865,10.283353645602087,93.15653110054832
3.4886767800553584,0.9542023065242051,14.608166623783024,79.94365996748715,0.5036610442536643,10.21422863208418,94.13270373820204
3.488451475013625,1.0696017929534674,14.667788164848156,79.94461057383259,0.5297410171358092,10.16601331193972,94.98000058861811
3.494963407896549,1.179804891240653,14.729181369517017,79.94590496821552,0.5602316245427347,10.118420567894963,95.81795481932366
3.51519904518629,1.2849869495032926,14.907304431052342,79.4298151739293,0.5948616000880799,10.071855414824505,96.64584953007072
3.5574662089651516,1.3853522993004836,15.325150313844045,77.9361660257211,0.6334447571699725,10.06214751383738,97.25035436833751
3.630606573555805,1.4810992711207849,16.088887027583,75.21837905570699,0.6758280079608843,10.099606707151436,97.5810123170497
3.7466036177920006,1.572348453090623,17.343613085651523,71.05479279993212,0.7220233145004683,10.164082858702928,97.79119780068129
3.9077474923122524,1.5996616388695784,19.10515675731056,65.96904760576007,0.7702397105911969,10.255067665952776,97.93599253221326
4.106643636731928,1.545862903181526,21.26141838379049,60.89522326170458,0.8164880795636507,10.37607733066167,98.0711597537932
4.3345012765721185,1.4942669515275937,23.687756046335583,56.48828702001269,0.8586118223482732,10.532581627209296,98.26111915436194
4.575480929880515,1.2232506270663968,24.615545795952357,53.05665963509934,1.1060311240681269,12.252064010942116,99.8926878321168
4.8240344561883886,1.1338906936980977,21.163781397230085,64.15966606547116,1.136643339853749,17.697866626880234,78.14747116181206
5.0385445889317335,1.1194164552431718,20.942731411281414,66.74486461979396,1.121888950593547,18.791157464496628,75.28444507741821
5.186406298455792,1.1070022142611413,19.9373779069349,71.99665366282053,1.1073955596151726,19.56518191928387,73.51721872862295
5.28957462558964,1.0987406607657237,19.55207221258808,74.7706995032126,1.0990055180051164,19.244394543040915,76.08040863024597
5.368094406345127,1.0916618870607584,19.082058766580573,77.73011918341446,1.0918568376636675,18.80848548945963,78.95316337852445
5.463161660917376,1.0839562762881099,18.737735862465634,79.96226499111106,1.084296429736801,18.317111199252807,81.93187672411982
5.574839573704009,1.0764693910441896,18.86620218526939,79.96480520890904,1.0780228839514059,17.44046723106101,86.84074019735247
5.67261485123936,1.0696673036023414,19.002070392827267,79.96897009874411,1.0728066814533637,16.49431542483765,92.39872348904547
5.74355179487503,1.0643758025782073,19.161432405724106,79.97297988621565,1.0694468409061764,15.406959611405743,99.04969914819573
5.787668077790444,1.0208820659470215,18.735381714903838,79.97692158599699,0.968148072847749,14.494388380531774,97.95934799269082
5.808302627977994,0.9724000822697852,18.257202323290226,79.97981978941854,0.9164792075851631,13.629634877522772,99.89966906721813
5.813949796918571,0.9165106815726525,17.625404794417577,79.98303332163084,0.8480864162888083,12.82818654101438,99.75404659940527
5.812324093185519,0.8617441169553354,16.965007460843278,79.9861018135833,0.7952174112470635,12.122744860248714,99.97254039154383
5.810768159595545,0.8149559385388504,16.368453563108172,79.98843876994601,0.7520809402146449,11.494366937015467,99.97683013220097
5.8092701676356615,0.7781235898798498,15.877085987759946,79.99034610122916,0.7157978105847151,10.896501881134313,99.97012011992581
5.807816293902962,0.7502366329108426,15.512516720573833,79.99190438959357,0.6805474554157445,10.275161413858015,99.97352487396817
5.806394588133805,0.7280123116719945,15.239231681655614,79.99353084899882,0.648176360504213,9.669443547515504,99.97195085574879
5.804997432876359,0.7089965663179687,15.017797589163274,79.99490934292096,0.6201254986873059,9.12810103006955,99.97495595566359
5.803620535027626,0.6919137792968506,14.825375416664105,79.99607434947173,0.59636710154794,8.660672209436711,99.9840452426817
5.802261409085534,0.6762533428186948,14.650216247510276,79.9969246889659,0.5776534529489139,8.262613688068305,99.98443775886497
5.800918510064603,0.6617979821098301,14.485881652195802,79.99757495573455,0.5629912178822485,7.930181780878873,99.97822431272758
