Dry Weight[g/m^2],CO2 concentration[ppm],Air Temperature[^oC],Relative Humidity[%],Top CO2 concentration[ppm],Top Air Temperature[^oC],Top Relative Humidity[%]
3.5,0.5371205765710799,15.0,62.63102896351287,0.45655249008541793,13.0,88.47657843534513
3.499166014939064,0.532101484691672,14.97501749234303,65.866299381311,0.4278375072692216,11.700706174582036,80.88660002724326
3.4983339132063263,0.526929096049008,14.943242097328604,68.3802878075039,0.43298706896676775,11.388013062102612,82.53992032173211
3.497503906729372,0.522270763545939,14.909249261833821,70.49007229995797,0.4376078504972658,11.15350627892171,83.95966659782344
3.496676097740446,0.518074728808606,14.873689846227764,72.26692567532331,0.4417539023414728,10.978606339827214,85.19504000841654
3.4958505547733294,0.5142950656917997,14.837056282718702,73.76899365171272,0.44547369785684304,10.848448276381482,86.28834847725179
3.495027321813648,0.5108903049076478,14.799719146765389,75.04432241761148,0.4488109237925181,10.751848179259529,87.27153692370159
3.4942064241277913,0.5078233579855744,14.761940288818309,76.13228558735447,0.45180467268218744,10.67737738395446,88.18433331955676
3.4933878746101206,0.505061272430495,14.723882484847206,77.06525089191662,0.45448995555819083,10.61561579813383,89.06124794514697
3.4925716788407404,0.5025755141484755,14.685653561274735,77.86986258052761,0.4568983073145736,10.564339373473237,89.90183006922194
3.4917578369456113,0.5003452643925687,14.647336328742808,78.56789579067629,0.4590585674622054,10.521721375565752,90.70612704294221
3.4909463509199528,0.4984246230350463,14.608785764983699,79.17596783956036,0.46100976825602774,10.48645086518815,91.47642421152348
3.490137209004068,0.6342106868520258,14.5703373855244,79.71277406619892,0.4663462254302703,10.415183379604011,92.44903347947286
3.489329242178673,0.7635737075815544,14.573314859755994,79.99982010597728,0.47825882479160037,10.314603580962268,93.59058124534675
3.488670308823615,0.8872304672851561,14.632971155689866,79.99982283049903,0.4961176586240788,10.240212786915812,94.57761630032637
3.488443511855064,1.0056078581651158,14.694286814930312,79.999825528119,0.5192407764804408,10.18766774115958,95.43176673359012
3.494948155307715,1.118494340990718,14.757205926067979,79.99997356111362,0.5470745404332134,10.136514646751214,96.27379804972679
3.5151451655408996,1.2260671758322523,14.935225512457691,79.48896521103902,0.5793090517928888,10.087018161110837,97.10356733876517
3.5572869844204855,1.3285477120882194,15.352944260106542,77.9981279477443,0.6157239212863073,10.074891604545426,97.70717704780668
3.6301306507724855,1.4261527096271633,16.116534810592047,75.2806967153677,0.6561300853417571,10.110353362522883,98.03423243979604
3.7455244032319768,1.5190184220802931,17.37109958591875,71.11472081597182,0.7005027758029847,10.173179954304768,98.23898768911958
3.906154964300734,1.5999934644433782,19.132470202366328,66.02407392603638,0.7483894619039648,10.262801879713365,98.37682772560915
4.104978911937967,1.54505085895318,21.28854944891515,60.94391726864389,0.7956248346142569,10.382685023400748,98.50370382727301
4.3327001390356905,1.4924511275817969,23.71469786922074,56.530153471792296,0.8386180884401281,10.538257398824374,98.68418653602777
4.573023376102665,1.2088122079572976,24.559865175724443,53.2297785994524,1.098047371273681,12.331897443368165,99.99993486516786
4.820796299461984,1.1254655792966737,21.90692883618445,61.96361715455351,1.12912669657357,17.07454079881255,81.49265373426621
5.034762126232526,1.110204023200316,21.44116678162153,65.53633449126922,1.113343333245202,18.49329309089421,77.27239387090934
5.182365658461794,1.0979754999474451,20.484577711631257,70.6946147055407,1.0991182591302757,19.29754983714237,75.55638126572873
5.285349992674255,1.0885754734670379,19.68676866099563,75.11420507928325,1.088841642503461,19.37404234897986,76.45255974518183
5.363743390284635,1.0814839087189836,19.204897796984753,78.09876969274433,1.081679836582194,18.927253454274574,79.34701122615044
