Dry Weight[g/m^2],CO2 concentration[ppm],Air Temperature[^oC],Relative Humidity[%],Top CO2 concentration[ppm],Top Air Temperature[^oC],Top Relative Humidity[%]
3.5,0.5371205765710799,15.0,62.63102896351287,0.45655249008541793,13.0,88.47657843534513
3.499166010582915,0.5320797258138116,14.975236983302956,65.8541095027687,0.43075155508996577,11.743520174835194,82.10118156129124
3.498333912579383,0.526764079807798,14.942360934241101,68.38261093750917,0.425650714961987,11.134187595453783,83.31386282071685
3.4975040178858006,0.5217441036849312,14.906236581564402,70.47999314577147,0.4306396361776234,10.944101094551618,84.54367290837142
3.4966764306981255,0.5172238384230395,14.868939944230272,72.24662649615343,0.4351172510971841,10.805824420058283,85.62014526780723
3.495851198431047,0.5131533584320478,14.830894467549188,73.74045463556025,0.4391359052268532,10.70584606108697,86.58152991857428
3.4950283472278145,0.5094879597679904,14.792412337098463,75.00902868042839,0.4427424509618535,10.634132310082459,87.4558662439351
3.494207887967487,0.5061876555518564,14.753708091549797,76.09145047004333,0.4459789139671836,10.58018727519054,88.27938359270958
3.4933898218751462,0.5032170149886144,14.714905819799478,77.01994286209542,0.44888302845175987,10.535352989464341,89.08345193917866
3.492574144792438,0.5005459566908619,14.676081032948767,77.82098456787205,0.45148879470986053,10.49803757497956,89.86486751158138
3.4917608489064307,0.49815637983166877,14.637288227166911,78.51622507572547,0.4538275701366462,10.466935064877596,90.621395702144
3.490949923091377,0.5767228673292845,14.598592141706094,79.12352994041441,0.4580341477643651,10.44095011328727,91.35134336463977
3.4901413559780217,0.7084410659421128,14.559874918560674,79.65848977540351,0.4674317151576001,10.377542479588126,92.29286233187229
3.489334322898692,0.8341105588692769,14.550391451631768,79.99983162084521,0.48297226542452687,10.283400712801022,93.4097927387781
3.488676735914839,0.9544765893566108,14.608171334795893,79.99983394893113,0.504106009668157,10.21426218406201,94.37749382296825
3.4884514375358817,1.0698902228082376,14.667794346364252,79.99983653357123,0.5301714290437454,10.166037263216126,95.21637868002001
3.4949633729618115,1.1801060146523008,14.729189096636809,79.99997500119346,0.5606489809211924,10.118435293946025,96.04628797510628
3.5151989417166067,1.2852983130314626,14.90731554140186,79.48214580179535,0.5952686867808703,10.07186409649399,96.86639595185248
3.5574657341308065,1.3856723247985798,15.325167844294965,77.98577686077685,0.6338437977883579,10.06215226592896,97.46284808018781
3.6306061557295557,1.4814242790986152,16.088911706227027,75.26444374364476,0.6762234913237719,10.099610868959752,97.78492272456238
